deletion_rate	grand_mean	grand_mean_lb	grand_mean_ub	sample_size_for_rma_calc	imputation_method	data_size	effect_size
0.9	-0.102848878033315	-0.158056481298117	-0.0476412747685133	487	mean	1	ROM
0.1	-0.117378386574972	-0.16880958919224	-0.0659471839577039	438	na.omit	1	ROM
0.1	-0.116769893750953	-0.16865657703316	-0.0648832104687464	438	na.omit	1	ROM
0.15	-0.118779692951913	-0.173151321812934	-0.064408064090891	414	na.omit	1	ROM
0.15	-0.121519855800273	-0.176657908942919	-0.0663818026576281	414	na.omit	1	ROM
0.2	-0.136295160164652	-0.19424866671097	-0.0783416536183337	390	na.omit	1	ROM
0.2	-0.122093364173784	-0.180711783333212	-0.0634749450143565	390	na.omit	1	ROM
0.25	-0.129056329808094	-0.189686351391072	-0.0684263082251155	365	na.omit	1	ROM
0.25	-0.124949602981418	-0.185104140050986	-0.0647950659118506	365	na.omit	1	ROM
0.3	-0.157099447664876	-0.221980541013366	-0.0922183543163861	341	na.omit	1	ROM
0.3	-0.112746243734062	-0.169498435957249	-0.0559940515108762	341	na.omit	1	ROM
0.35	-0.129742765035077	-0.196165685128587	-0.0633198449415666	317	na.omit	1	ROM
0.35	-0.148238441796273	-0.215724780850296	-0.0807521027422512	317	na.omit	1	ROM
0.4	-0.111440466637489	-0.182527156393907	-0.0403537768810724	292	na.omit	1	ROM
0.4	-0.13886520675536	-0.212813041709327	-0.0649173718013923	292	na.omit	1	ROM
0.45	-0.154487408533934	-0.233627039133042	-0.0753477779348267	268	na.omit	1	ROM
0.45	-0.141363308647504	-0.222620950142372	-0.0601056671526365	268	na.omit	1	ROM
0.5	-0.174407223601977	-0.258965593381581	-0.0898488538223738	243	na.omit	1	ROM
0.5	-0.175284767289829	-0.252975188494184	-0.097594346085474	243	na.omit	1	ROM
0.55	-0.178937180404365	-0.264666877537351	-0.0932074832713789	219	na.omit	1	ROM
0.55	-0.107855803301845	-0.196602740371017	-0.0191088662326719	219	na.omit	1	ROM
0.6	-0.218171526982537	-0.330171616968201	-0.106171436996873	195	na.omit	1	ROM
0.6	-0.153593453040132	-0.250999136753639	-0.0561877693266243	195	na.omit	1	ROM
0.65	-0.170654494496045	-0.283343921638993	-0.0579650673530975	170	na.omit	1	ROM
0.65	-0.2020089952698	-0.316979059881753	-0.0870389306578458	170	na.omit	1	ROM
0.7	-0.175267065304226	-0.285018069639371	-0.0655160609690802	146	na.omit	1	ROM
0.7	-0.26857231871774	-0.396459461195766	-0.140685176239713	146	na.omit	1	ROM
0.75	-0.192652502088846	-0.311381448390354	-0.0739235557873385	122	na.omit	1	ROM
0.75	-0.119122262839769	-0.248311282169939	0.0100667564904019	122	na.omit	1	ROM
0.8	-0.257798636298352	-0.423138051531735	-0.0924592210649688	97	na.omit	1	ROM
0.8	-0.255359320826073	-0.430371182595522	-0.0803474590566247	97	na.omit	1	ROM
0.85	-0.287976009518193	-0.45397821211705	-0.121973806919337	73	na.omit	1	ROM
0.85	-0.118736258264583	-0.266764810929987	0.0292922944008206	73	na.omit	1	ROM
0.9	-0.517237493412322	-0.828215926453507	-0.206259060371137	49	na.omit	1	ROM
0.9	-0.46899693816971	-0.749856193180801	-0.188137683158619	49	na.omit	1	ROM
