deletion_rate	grand_mean	grand_mean_lb	grand_mean_ub	sample_size_for_rma_calc	imputation_method	data_size	effect_size	full_grand_mean	full_grand_mean_lb	full_grand_mean_ub	full_sample_size_for_rma_calc
0.54	-0.073588209698906	-0.116469307308094	-0.0307071120897177	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.55	-0.10354446434981	-0.154373364266674	-0.0527155644329459	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.55	-0.0899073181298778	-0.133432873781637	-0.0463817624781184	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.56	-0.105560013056433	-0.157511989805825	-0.0536080363070414	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.56	-0.0816629786769182	-0.12522067799509	-0.0381052793587469	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.57	-0.0882791797247393	-0.132766582143879	-0.0437917773055993	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.57	-0.082328347121721	-0.126300503380843	-0.0383561908625991	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.58	-0.0938541096252551	-0.138694062180485	-0.0490141570700248	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.58	-0.10119913845218	-0.151723412041301	-0.0506748648630589	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.59	-0.0872148000762712	-0.13785083117849	-0.0365787689740529	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.59	-0.0982340974419046	-0.143023478548373	-0.0534447163354362	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.6	-0.0897627483262818	-0.135817886801243	-0.0437076098513205	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.6	-0.100226988472859	-0.150324107000227	-0.050129869945491	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.61	-0.0831629603754312	-0.126076311188734	-0.0402496095621284	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.61	-0.0845763515029782	-0.128265725909059	-0.0408869770968976	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.62	-0.0786229483355273	-0.121841143266333	-0.035404753404722	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.62	-0.0884052020966198	-0.137305930696873	-0.0395044734963666	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.63	-0.102878401343276	-0.155784038362341	-0.0499727643242103	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.63	-0.0978019746297803	-0.149083550239774	-0.0465203990197867	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.64	-0.107125103842051	-0.159103071773871	-0.0551471359102314	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.64	-0.0885414750585469	-0.132505646198508	-0.0445773039185861	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.65	-0.0823506090435048	-0.125610171249513	-0.0390910468374965	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.65	-0.0783483502213218	-0.121183630030088	-0.035513070412556	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.66	-0.0959194911184924	-0.145926192279111	-0.0459127899578742	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.66	-0.0815504461378874	-0.125813948175833	-0.0372869440999417	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.67	-0.0887989264451946	-0.13443633630841	-0.0431615165819789	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.67	-0.0954501586556971	-0.141882413937705	-0.0490179033736891	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.68	-0.0749067831933675	-0.117730098448447	-0.0320834679382884	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.68	-0.0835278201964002	-0.129595674502239	-0.0374599658905609	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.69	-0.0772030169670806	-0.1207397428693	-0.0336662910648615	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.69	-0.0995810776153357	-0.150687301489716	-0.0484748537409556	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.7	-0.0868810850503671	-0.132090347332251	-0.0416718227684828	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.7	-0.0966555441694953	-0.142055402963199	-0.0512556853757915	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.71	-0.0787390269728943	-0.123263241096324	-0.0342148128494642	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.71	-0.0843510989492213	-0.129361921770892	-0.0393402761275504	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.72	-0.0853166396400599	-0.129480062753441	-0.0411532165266788	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.72	-0.100912161097894	-0.153145544541912	-0.048678777653876	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.73	-0.078754624441623	-0.123001620578962	-0.0345076283042842	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.73	-0.082448461786284	-0.127626754141005	-0.0372701694315635	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.74	-0.0923432700990601	-0.13882414612692	-0.0458623940712004	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.74	-0.0872347172394305	-0.132937256859928	-0.0415321776189335	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.75	-0.0801455207446222	-0.124029713320702	-0.0362613281685428	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.75	-0.0974747686884986	-0.149710272787674	-0.0452392645893227	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.76	-0.0928652044280094	-0.143262404452153	-0.0424680044038659	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.76	-0.100058072482918	-0.150997926015248	-0.0491182189505878	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.77	-0.0858042249384216	-0.131144028275112	-0.0404644216017315	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.77	-0.0852759332891972	-0.132077261955837	-0.0384746046225571	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.78	-0.081984324163838	-0.126094284869663	-0.0378743634580127	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.78	-0.0967501959611171	-0.143786469655569	-0.0497139222666648	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.79	-0.102020399810037	-0.153602178607137	-0.0504386210129363	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.79	-0.0882351077359485	-0.138667499375351	-0.0378027160965463	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.8	-0.0809449670402558	-0.126555184379973	-0.0353347497005383	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.8	-0.0994677930639108	-0.15170149003469	-0.0472340960931315	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.81	-0.0869869889915295	-0.137435768307162	-0.0365382096758969	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.81	-0.0771707749167876	-0.122495157711116	-0.0318463921224596	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.82	-0.0823227294624368	-0.127353485501107	-0.0372919734237669	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.82	-0.0798974156694808	-0.125098472773653	-0.0346963585653088	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.83	-0.0794346012692021	-0.124525920077439	-0.0343432824609654	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.83	-0.0882881879997076	-0.133821028804147	-0.0427553471952679	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.84	-0.091336382504537	-0.137157503677333	-0.0455152613317406	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.84	-0.0778559095856423	-0.122856408625757	-0.0328554105455278	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.85	-0.0809785411424466	-0.12747890712209	-0.0344781751628028	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.85	-0.0875534146080063	-0.134822672474399	-0.0402841567416138	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.86	-0.0845171901487764	-0.130059574502953	-0.0389748057946	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.86	-0.080746562815625	-0.125134886556574	-0.0363582390746763	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.87	-0.0769787803148479	-0.122616372311643	-0.0313411883180528	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.87	-0.0830254610701612	-0.130338016644093	-0.0357129054962298	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.88	-0.0845794830488125	-0.129974455783264	-0.0391845103143608	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.88	-0.0884128664942705	-0.133612581233251	-0.0432131517552898	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.89	-0.102253130702787	-0.154431655543432	-0.0500746058621427	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.89	-0.0847028306746652	-0.129210438090279	-0.0401952232590512	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.9	-0.0791337521339368	-0.1245296750323	-0.0337378292355735	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.9	-0.0880939086700148	-0.132205727950343	-0.0439820893896865	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.91	-0.0970747654564069	-0.14699504747782	-0.0471544834349936	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.91	-0.0802607643583871	-0.126568007882472	-0.0339535208343023	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.92	-0.0811559501076131	-0.126652674755999	-0.0356592254592269	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.92	-0.0933620430633891	-0.139411380608025	-0.0473127055187534	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.93	-0.0865907740209698	-0.131240800997441	-0.0419407470444984	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.93	-0.0880881902896028	-0.134389787820113	-0.0417865927590927	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.94	-0.0859912701644846	-0.131697854844254	-0.0402846854847154	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.94	-0.0839650593966361	-0.129814039229207	-0.0381160795640652	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.95	-0.0814240359711168	-0.128003384225551	-0.0348446877166821	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.95	-0.0900399017409568	-0.137297536650841	-0.0427822668310722	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.96	-0.0803390406992297	-0.126646755624455	-0.0340313257740046	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.96	-0.0837017769779454	-0.129003142109086	-0.038400411846805	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.97	-0.0831595745436522	-0.12967672727969	-0.0366424218076141	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.97	-0.0846174665901242	-0.131150045900129	-0.038084887280119	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.98	-0.0893106531758469	-0.134343265421992	-0.0442780409297017	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.98	-0.0843862639038074	-0.129604816912873	-0.0391677108947416	487	mean	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.02	-0.104091290862165	-0.150982283433156	-0.0572002982911746	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.02	-0.105056930745971	-0.151650774281443	-0.0584630872104987	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.03	-0.103272047150185	-0.149600750243895	-0.0569433440564756	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.03	-0.103872186873885	-0.150395180349404	-0.0573491933983658	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.04	-0.105389080882257	-0.152751393042819	-0.0580267687216952	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.04	-0.100334359153221	-0.144878493558065	-0.0557902247483767	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.05	-0.103394383089446	-0.15037340804458	-0.056415358134313	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.05	-0.107790091952297	-0.154658208454898	-0.0609219754496962	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.06	-0.105486524428833	-0.152104600677847	-0.0588684481798199	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.06	-0.107995322520245	-0.154962760123792	-0.0610278849166986	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.07	-0.10367105235854	-0.150143257581047	-0.0571988471360336	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.07	-0.104299913781167	-0.15101661122578	-0.0575832163365529	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.08	-0.103969097378348	-0.150696839332949	-0.0572413554237466	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.08	-0.108260499339295	-0.155495241408847	-0.0610257572697428	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.09	-0.112041952842641	-0.162035887440945	-0.0620480182443373	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.09	-0.107509686402117	-0.155263121891274	-0.0597562509129599	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.1	-0.102921141904883	-0.149418345320231	-0.0564239384895345	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.1	-0.106921930806804	-0.154593688977445	-0.0592501726361632	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.11	-0.110582797432533	-0.158279048736956	-0.0628865461281108	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.11	-0.103937714164536	-0.150803124801697	-0.0570723035273743	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.12	-0.107571276565498	-0.15477293076187	-0.060369622369126	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.12	-0.104717389224822	-0.151266494378982	-0.0581682840706625	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.13	-0.107813426035722	-0.155338799972561	-0.0602880520988835	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.13	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.14	-0.101446194281831	-0.148214279458867	-0.0546781091047953	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.14	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.15	-0.11653057962924	-0.16718597893363	-0.0658751803248492	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.15	-0.104582603032865	-0.151613758133102	-0.0575514479326285	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.16	-0.106448592695168	-0.153452625464453	-0.0594445599258831	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.16	-0.109156215800402	-0.156647616946038	-0.0616648146547668	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.17	-0.10462911453601	-0.152220758481414	-0.0570374705906059	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.17	-0.103372283533104	-0.149900199906064	-0.0568443671601439	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.18	-0.102271153749744	-0.148711852336846	-0.0558304551626432	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.18	-0.104099042594876	-0.151102661091538	-0.0570954240982146	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.19	-0.112912244638216	-0.162939862522066	-0.0628846267543648	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.19	-0.110773235521181	-0.159864887397913	-0.0616815836444488	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.2	-0.11141097828001	-0.161331154207048	-0.0614908023529733	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.2	-0.107763180109179	-0.154766150380869	-0.0607602098374895	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.21	-0.114042751904829	-0.163612276814715	-0.0644732269949423	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.21	-0.105175049530121	-0.151960979873375	-0.0583891191868676	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.22	-0.114069046336168	-0.164700447124899	-0.0634376455474366	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.22	-0.0919616418361662	-0.13271308506494	-0.0512101986073924	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.23	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.23	-0.104656445424313	-0.151673387288598	-0.0576395035600283	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.24	-0.111124582665344	-0.160577668983308	-0.0616714963473792	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.24	-0.109906007941171	-0.158149627934237	-0.0616623879481038	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.25	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.25	-0.0974505969890923	-0.14363331087368	-0.0512678831045045	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.26	-0.104920698835385	-0.152010068346291	-0.0578313293244793	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.26	-0.107468719682177	-0.157317323204997	-0.0576201161593563	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.27	-0.106286549366745	-0.15356299323312	-0.0590101055003699	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.27	-0.111922601121	-0.159201349701359	-0.0646438525406412	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.28	-0.0857525876347869	-0.126757351849435	-0.0447478234201392	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.28	-0.104015235563634	-0.151105684788248	-0.0569247863390188	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.29	-0.106671650036819	-0.155174752345628	-0.05816854772801	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.29	-0.105666117800359	-0.15443049896112	-0.0569017366395988	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.3	-0.101473294048897	-0.148608085075514	-0.0543385030222796	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.3	-0.119047743506307	-0.170476739360061	-0.0676187476525523	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.31	-0.103419868256409	-0.148887555870125	-0.0579521806426941	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.31	-0.108200786590595	-0.156361769392748	-0.060039803788442	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.32	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.32	-0.0993307764831368	-0.14627827974508	-0.0523832732211933	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.33	-0.104486131735974	-0.151913127834435	-0.0570591356375134	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.33	-0.0932399466286567	-0.134621397186075	-0.0518584960712382	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.34	-0.108113023064684	-0.155984721126588	-0.0602413250027796	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.34	-0.106180907198535	-0.153711048673992	-0.0586507657230774	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.35	-0.108254895979456	-0.156394072776575	-0.0601157191823374	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.35	-0.114052666028394	-0.162099500823256	-0.0660058312335313	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.36	-0.0948211998621524	-0.136914629305899	-0.0527277704184058	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.36	-0.107610310420461	-0.155430993971305	-0.0597896268696176	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.37	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.37	-0.112285723596084	-0.161913125827978	-0.0626583213641898	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.38	-0.104999416354545	-0.153466169050745	-0.0565326636583444	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.38	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.39	-0.117831051176379	-0.170726714839888	-0.0649353875128693	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.39	-0.105824376757199	-0.153038118898286	-0.0586106346161121	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.4	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.4	-0.0973685675164764	-0.139950373222491	-0.0547867618104618	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.41	-0.106006372113859	-0.154382511304254	-0.0576302329234639	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.41	-0.102501001519833	-0.149826914281119	-0.0551750887585474	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.42	-0.109477592464822	-0.157903405372571	-0.0610517795570734	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.42	-0.0942520953505147	-0.13647591288505	-0.0520282778159792	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.43	-0.111770652337111	-0.160692919799459	-0.0628483848747619	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.43	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.44	-0.0965252412642132	-0.141983125910462	-0.0510673566179641	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.44	-0.0997247195996682	-0.14665311600148	-0.0527963231978562	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.45	-0.0897055071136235	-0.132464349859475	-0.046946664367772	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.45	-0.111008689576052	-0.157337122176858	-0.0646802569752468	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.46	-0.103142298061294	-0.149880507168692	-0.0564040889538969	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.46	-0.111099230049713	-0.160628559625866	-0.0615699004735604	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.47	-0.102416888443285	-0.149961448783816	-0.0548723281027542	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.47	-0.114271563663447	-0.163750159687431	-0.0647929676394631	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.48	NA	NA	NA	NA	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.48	-0.101134370385824	-0.147174385502293	-0.0550943552693552	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.49	-0.11493741976364	-0.165732657590031	-0.064142181937249	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.49	-0.108161885737103	-0.157480222688753	-0.0588435487854526	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.5	-0.119833681268307	-0.171728701217756	-0.0679386613188587	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.5	-0.105948237378825	-0.153247174145754	-0.0586493006118971	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.51	-0.109035297602456	-0.156454383651245	-0.061616211553668	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.51	-0.107687190547927	-0.156650455068515	-0.0587239260273394	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
0.52	-0.102299972201876	-0.148037799879503	-0.0565621445242488	487	pmm	1	ROM	-0.104992925608386	-0.151562333390362	-0.0584235178264109	487
