deletion_rate	grand_mean	grand_mean_lb	grand_mean_ub	sample_size_for_rma_calc	imputation_method	data_size	effect_size
0.6	-0.107597823459068	-0.249375840093607	0.0341801931754707	97	na.omit	0.5	ROM
0.61	-0.151433424320623	-0.232864155080289	-0.0700026935609558	95	na.omit	0.5	ROM
0.61	-0.129389320341881	-0.223135489586372	-0.0356431510973903	95	na.omit	0.5	ROM
0.62	-0.0918329301385019	-0.177564969725581	-0.00610089055142296	92	na.omit	0.5	ROM
0.62	-0.0542544362954935	-0.126060630154435	0.0175517575634477	92	na.omit	0.5	ROM
0.63	-0.110694046391165	-0.224586342403704	0.00319824962137348	90	na.omit	0.5	ROM
0.63	-0.158357390901286	-0.300506115305291	-0.016208666497282	90	na.omit	0.5	ROM
0.64	-0.153937579756151	-0.259597133649214	-0.0482780258630885	87	na.omit	0.5	ROM
0.64	-0.101518938174793	-0.185230465605538	-0.0178074107440474	87	na.omit	0.5	ROM
0.65	-0.10737902608103	-0.198758805696244	-0.0159992464658155	85	na.omit	0.5	ROM
0.65	-0.0725960824816494	-0.143945916362667	-0.00124624860063215	85	na.omit	0.5	ROM
0.66	-0.0378573009257104	-0.131703328034127	0.0559887261827059	83	na.omit	0.5	ROM
0.66	-0.162488676058327	-0.315987472136406	-0.00898987998024814	83	na.omit	0.5	ROM
0.67	-0.10757411661027	-0.1905559199367	-0.0245923132838402	80	na.omit	0.5	ROM
0.67	-0.173673488538707	-0.286463144585984	-0.060883832491431	80	na.omit	0.5	ROM
0.68	-0.135389767037	-0.254309939545795	-0.0164695945282049	78	na.omit	0.5	ROM
0.68	-0.102348806355104	-0.228027217646267	0.0233296049360589	78	na.omit	0.5	ROM
0.69	-0.035186991545145	-0.16143292018204	0.0910589370917499	75	na.omit	0.5	ROM
0.69	-0.0444358802457066	-0.13271595227656	0.043844191785147	75	na.omit	0.5	ROM
0.7	-0.0800230417176679	-0.187678320451519	0.0276322370161832	73	na.omit	0.5	ROM
0.7	-0.0448871209492919	-0.141015464674003	0.0512412227754193	73	na.omit	0.5	ROM
0.71	-0.15482861337251	-0.311739147210193	0.00208192046517178	70	na.omit	0.5	ROM
0.71	0.0542516425953579	-0.0352910043465926	0.143794289537308	70	na.omit	0.5	ROM
0.72	-0.111849375504404	-0.189432391762977	-0.0342663592458316	68	na.omit	0.5	ROM
0.72	-0.052286395714334	-0.176321344855788	0.0717485534271196	68	na.omit	0.5	ROM
0.73	-0.0423192750644567	-0.176480004913257	0.0918414547843441	66	na.omit	0.5	ROM
0.73	-0.153092549906672	-0.252960200771831	-0.0532248990415127	66	na.omit	0.5	ROM
0.74	-0.109716694123384	-0.303160111877854	0.0837267236310869	63	na.omit	0.5	ROM
0.74	0.00285971658945268	-0.109840759117823	0.115560192296728	63	na.omit	0.5	ROM
0.75	-0.118497367267348	-0.206665057993581	-0.0303296765411141	61	na.omit	0.5	ROM
0.75	-0.0388577517426823	-0.1533950933178	0.0756795898324353	61	na.omit	0.5	ROM
0.76	-0.0864273110731276	-0.209995113026054	0.037140490879799	58	na.omit	0.5	ROM
0.76	-0.149670587629594	-0.267180752784054	-0.0321604224751345	58	na.omit	0.5	ROM
0.77	-0.0255340190046612	-0.124411159693198	0.073343121683876	56	na.omit	0.5	ROM
0.77	0.0179129267304194	-0.0893973426711019	0.125223196131941	56	na.omit	0.5	ROM
0.78	-0.0311673323245933	-0.128139251085746	0.0658045864365591	53	na.omit	0.5	ROM
0.78	-0.0441584994116451	-0.133184018709318	0.0448670198860277	53	na.omit	0.5	ROM
0.79	-0.170125351747084	-0.394252984003605	0.0540022805094366	51	na.omit	0.5	ROM
0.79	-0.113309244163427	-0.228067717587351	0.0014492292604978	51	na.omit	0.5	ROM
0.8	-0.119359271797347	-0.259309634740498	0.0205910911458031	49	na.omit	0.5	ROM
0.8	-0.289767971852591	-0.552207508765134	-0.0273284349400476	49	na.omit	0.5	ROM
0.81	-0.0926488139799111	-0.23685462051657	0.0515569925567474	46	na.omit	0.5	ROM
0.81	-0.198763183349767	-0.326091215888666	-0.0714351508108687	46	na.omit	0.5	ROM
0.82	-0.0717919795283623	-0.178514092200328	0.0349301331436036	44	na.omit	0.5	ROM
0.82	-0.0816175980933364	-0.227490696686808	0.0642555005001352	44	na.omit	0.5	ROM
0.83	-0.0775495095386468	-0.247089028639935	0.0919900095626411	41	na.omit	0.5	ROM
0.83	-0.353069964803142	-0.63142873554556	-0.0747111940607243	41	na.omit	0.5	ROM
0.84	-0.0128082972513566	-0.127862150551686	0.102245556048973	39	na.omit	0.5	ROM
0.84	-0.130419987805885	-0.312150171284258	0.0513101956724891	39	na.omit	0.5	ROM
0.85	-0.0527974034219903	-0.211177472386388	0.105582665542407	36	na.omit	0.5	ROM
0.85	0.0282627096597456	-0.117197752600676	0.173723171920167	36	na.omit	0.5	ROM
0.86	-0.0319741066880426	-0.175396032121718	0.111447818745633	34	na.omit	0.5	ROM
0.86	0.0681917546187412	-0.0230023797185751	0.159385888956057	34	na.omit	0.5	ROM
0.87	-0.145982833181159	-0.308924250274202	0.0169585839118852	32	na.omit	0.5	ROM
0.87	-0.125483967954087	-0.24256466244071	-0.00840327346746395	32	na.omit	0.5	ROM
0.88	-0.142286022018979	-0.260455898723482	-0.0241161453144763	29	na.omit	0.5	ROM
0.88	-0.210031044908414	-0.463899169057844	0.0438370792410166	29	na.omit	0.5	ROM
0.89	-0.0406861481253925	-0.221530603822567	0.140158307571781	27	na.omit	0.5	ROM
0.89	-0.109714398098677	-0.20006244092649	-0.0193663552708631	27	na.omit	0.5	ROM
0.9	-0.110365881067176	-0.285700725700138	0.0649689635657857	24	na.omit	0.5	ROM
0.9	-0.0669436688866694	-0.225814983205187	0.0919276454318483	24	na.omit	0.5	ROM
0.91	-0.0882805385317783	-0.223540667713767	0.0469795906502106	22	na.omit	0.5	ROM
0.91	-0.241933873681826	-0.473014475049293	-0.0108532723143596	22	na.omit	0.5	ROM
0.92	-0.144734716193072	-0.371272380009163	0.0818029476230189	19	na.omit	0.5	ROM
0.92	0.0756039328793881	-0.0525457995979383	0.203753665356714	19	na.omit	0.5	ROM
0.93	0.00497014875230414	-0.189291940707214	0.199232238211822	17	na.omit	0.5	ROM
0.93	-0.0634006152394564	-0.23521522012361	0.108413989644697	17	na.omit	0.5	ROM
0.94	-0.0839902890376645	-0.210976151136929	0.0429955730616	15	na.omit	0.5	ROM
0.94	-0.0856211900519537	-0.25813010562581	0.0868877255219029	15	na.omit	0.5	ROM
0.95	-0.60915129406278	-1.43950313895447	0.221200550828914	12	na.omit	0.5	ROM
0.95	-0.136641369553702	-0.586304542550905	0.3130218034435	12	na.omit	0.5	ROM
0.96	-0.298677654897958	-0.673004362210334	0.0756490524144189	10	na.omit	0.5	ROM
0.96	-0.126267512841631	-0.6682506265785	0.415715600895238	10	na.omit	0.5	ROM
0.97	-0.0964491618983702	-0.39152105829109	0.19862273449435	7	na.omit	0.5	ROM
0.97	-0.172467955310694	-0.491444047304215	0.146508136682828	7	na.omit	0.5	ROM
0.98	0.0457829172244561	-0.212681016507275	0.304246850956187	5	na.omit	0.5	ROM
0.98	-0.271082325085316	-0.556898597829115	0.0147339476584825	5	na.omit	0.5	ROM
0.02	-0.110333584921816	-0.186768101082008	-0.033899068761624	243	sample	0.5	ROM
0.02	-0.0860400127948441	-0.150407189973389	-0.0216728356162988	243	sample	0.5	ROM
0.03	-0.121696439118351	-0.184649629575689	-0.0587432486610119	243	sample	0.5	ROM
0.03	-0.0977854140688954	-0.156006667293193	-0.0395641608445977	243	sample	0.5	ROM
0.04	-0.133200160172484	-0.206130152768392	-0.0602701675765754	243	sample	0.5	ROM
0.04	-0.157548170970221	-0.233945227328662	-0.0811511146117798	243	sample	0.5	ROM
0.05	-0.084041829427873	-0.134280499766083	-0.033803159089663	243	sample	0.5	ROM
0.05	-0.0970225666034188	-0.150165259454833	-0.0438798737520051	243	sample	0.5	ROM
0.06	-0.14265855236426	-0.201341641808504	-0.0839754629200151	243	sample	0.5	ROM
0.06	-0.101482843439755	-0.165700035703325	-0.0372656511761855	243	sample	0.5	ROM
0.07	-0.0719754631492837	-0.139620202231161	-0.00433072406740605	243	sample	0.5	ROM
0.07	-0.103432259301276	-0.152882639367795	-0.0539818792347568	243	sample	0.5	ROM
0.08	-0.0998145283871943	-0.172968521117287	-0.0266605356571014	243	sample	0.5	ROM
0.08	-0.094624436904145	-0.148488479411659	-0.0407603943966309	243	sample	0.5	ROM
0.09	-0.153084616466849	-0.211644374741687	-0.094524858192011	243	sample	0.5	ROM
0.09	-0.061078458477942	-0.116089497359141	-0.00606741959674281	243	sample	0.5	ROM
0.1	-0.113475641688175	-0.171027809461827	-0.0559234739145222	243	sample	0.5	ROM
0.1	-0.128335355081395	-0.189875909790454	-0.0667948003723352	243	sample	0.5	ROM
0.11	-0.100079615269589	-0.151468853191134	-0.0486903773480433	243	sample	0.5	ROM
0.11	-0.0657969374031308	-0.118451913957146	-0.0131419608491157	243	sample	0.5	ROM
0.12	-0.114476559723291	-0.188652504517756	-0.0403006149288267	243	sample	0.5	ROM
0.12	-0.0811927933389709	-0.128279535653446	-0.0341060510244959	243	sample	0.5	ROM
0.13	-0.0814008426750351	-0.137749349989084	-0.0250523353609865	243	sample	0.5	ROM
0.13	-0.0848749792386067	-0.144569858183345	-0.0251801002938684	243	sample	0.5	ROM
0.14	-0.0905371665368635	-0.151903878854579	-0.0291704542191484	243	sample	0.5	ROM
0.14	-0.11985774917346	-0.195864234839316	-0.0438512635076051	243	sample	0.5	ROM
0.15	-0.0932704670269618	-0.16352869618054	-0.023012237873384	243	sample	0.5	ROM
0.15	-0.117182533316566	-0.177044422938615	-0.0573206436945174	243	sample	0.5	ROM
0.16	-0.115241802797624	-0.17366284953697	-0.0568207560582777	243	sample	0.5	ROM
0.16	-0.153054304375424	-0.223953108652721	-0.0821555000981263	243	sample	0.5	ROM
0.17	-0.056530446356264	-0.115447723399225	0.00238683068669698	243	sample	0.5	ROM
0.17	-0.0965226271501548	-0.162739955494921	-0.0303052988053886	243	sample	0.5	ROM
0.18	-0.12951040431588	-0.208765951977226	-0.0502548566545338	243	sample	0.5	ROM
0.18	-0.114066532724226	-0.185383043867681	-0.0427500215807715	243	sample	0.5	ROM
0.19	-0.0968742272180651	-0.157724591308741	-0.0360238631273893	243	sample	0.5	ROM
0.19	-0.141902218036768	-0.202421716479287	-0.0813827195942497	243	sample	0.5	ROM
0.2	-0.136938876368799	-0.213120503987289	-0.0607572487503087	243	sample	0.5	ROM
0.2	-0.119573115325908	-0.18450582629979	-0.0546404043520259	243	sample	0.5	ROM
0.21	-0.0694199304385943	-0.13168873132547	-0.00715112955171828	243	sample	0.5	ROM
0.21	-0.0528881787142552	-0.106558175742832	0.000781818314321586	243	sample	0.5	ROM
0.22	-0.0795055602519733	-0.136278677505988	-0.0227324429979583	243	sample	0.5	ROM
0.22	-0.110355359161718	-0.177698927125238	-0.0430117911981973	243	sample	0.5	ROM
0.23	-0.113113630040139	-0.184263496178913	-0.0419637639013645	243	sample	0.5	ROM
0.23	-0.11087650379051	-0.185179961122218	-0.0365730464588012	243	sample	0.5	ROM
0.24	NA	NA	NA	NA	sample	0.5	ROM
0.24	-0.120876739245434	-0.180019810474324	-0.0617336680165435	243	sample	0.5	ROM
0.25	-0.12359528341404	-0.193020989772106	-0.0541695770559729	243	sample	0.5	ROM
0.25	-0.0743710613775621	-0.131153890186586	-0.0175882325685378	243	sample	0.5	ROM
0.26	-0.0881880179031668	-0.149365719875572	-0.0270103159307614	243	sample	0.5	ROM
0.26	-0.114634001803835	-0.17473835288254	-0.0545296507251294	243	sample	0.5	ROM
0.27	-0.114562067253633	-0.179868136333895	-0.0492559981733711	243	sample	0.5	ROM
0.27	-0.0905179647118826	-0.14557716408195	-0.0354587653418156	243	sample	0.5	ROM
0.28	NA	NA	NA	NA	sample	0.5	ROM
0.28	-0.0747094995659959	-0.13747805191007	-0.0119409472219215	243	sample	0.5	ROM
0.29	-0.125161117686454	-0.186927045581619	-0.0633951897912887	243	sample	0.5	ROM
0.29	-0.0878817854761013	-0.151014369135287	-0.0247492018169155	243	sample	0.5	ROM
0.3	-0.0646528975488155	-0.124328511616902	-0.0049772834807287	243	sample	0.5	ROM
0.3	-0.117636867741452	-0.180084424555601	-0.0551893109273034	243	sample	0.5	ROM
0.31	-0.0945971308582625	-0.156527267615267	-0.0326669941012581	243	sample	0.5	ROM
0.31	-0.115215133449895	-0.191375744042505	-0.0390545228572845	243	sample	0.5	ROM
0.32	-0.053497789195685	-0.113847881564581	0.00685230317321061	243	sample	0.5	ROM
0.32	NA	NA	NA	NA	sample	0.5	ROM
0.33	-0.105983187053957	-0.173608645516986	-0.0383577285909282	243	sample	0.5	ROM
0.33	-0.11521604111083	-0.186159998927717	-0.044272083293944	243	sample	0.5	ROM
0.34	-0.102509191459978	-0.177704402156078	-0.0273139807638771	243	sample	0.5	ROM
0.34	-0.141299458941205	-0.223374362646055	-0.0592245552363551	243	sample	0.5	ROM
0.35	NA	NA	NA	NA	sample	0.5	ROM
0.35	-0.113736701535498	-0.186206527191256	-0.0412668758797397	243	sample	0.5	ROM
0.36	-0.0570623433129218	-0.110718905173065	-0.00340578145277843	243	sample	0.5	ROM
0.36	-0.123760590875046	-0.189126255255034	-0.0583949264950579	243	sample	0.5	ROM
0.37	-0.0967556230717816	-0.154793261132131	-0.0387179850114327	243	sample	0.5	ROM
0.37	-0.154108405288051	-0.230581826254539	-0.0776349843215641	243	sample	0.5	ROM
0.38	-0.127863215507004	-0.200814210918196	-0.0549122200958122	243	sample	0.5	ROM
0.38	-0.104085285390878	-0.154862114827351	-0.0533084559544058	243	sample	0.5	ROM
0.39	-0.0849504006224458	-0.148567056499497	-0.021333744745395	243	sample	0.5	ROM
0.39	NA	NA	NA	NA	sample	0.5	ROM
0.4	-0.110527556495969	-0.175525014290481	-0.0455300987014567	243	sample	0.5	ROM
0.4	-0.0972404524255907	-0.169038573179116	-0.0254423316720658	243	sample	0.5	ROM
0.41	-0.0726473397351043	-0.130466949849041	-0.0148277296211678	243	sample	0.5	ROM
0.41	-0.149922239393274	-0.220163212044814	-0.0796812667417333	243	sample	0.5	ROM
0.42	-0.137940076176898	-0.214449919216273	-0.0614302331375243	243	sample	0.5	ROM
0.42	-0.0990099955563175	-0.160839847571429	-0.0371801435412061	243	sample	0.5	ROM
0.43	-0.0482912397360738	-0.114556234243332	0.0179737547711843	243	sample	0.5	ROM
0.43	-0.064468376558365	-0.129998511679317	0.00106175856258681	243	sample	0.5	ROM
0.44	-0.1364807036454	-0.202950995992109	-0.0700104112986908	243	sample	0.5	ROM
0.44	-0.129753287141674	-0.199783594647318	-0.0597229796360308	243	sample	0.5	ROM
0.45	-0.0851663059861194	-0.149935882865101	-0.0203967291071376	243	sample	0.5	ROM
0.45	-0.111987125197614	-0.18821166159966	-0.0357625887955678	243	sample	0.5	ROM
0.46	-0.136708064140423	-0.199128891456448	-0.0742872368243975	243	sample	0.5	ROM
0.46	-0.115403096787031	-0.176700701197574	-0.0541054923764882	243	sample	0.5	ROM
0.47	-0.101407239233236	-0.161524758558132	-0.0412897199083388	243	sample	0.5	ROM
0.47	-0.11615239533706	-0.1786113988239	-0.0536933918502194	243	sample	0.5	ROM
0.48	-0.13336014059632	-0.203162530929429	-0.0635577502632111	243	sample	0.5	ROM
0.48	-0.131738767225341	-0.203469546783406	-0.0600079876672757	243	sample	0.5	ROM
0.49	-0.139245382899997	-0.210627425349875	-0.067863340450119	243	sample	0.5	ROM
0.49	-0.0783598392136556	-0.139660854652293	-0.0170588237750185	243	sample	0.5	ROM
0.5	NA	NA	NA	NA	sample	0.5	ROM
0.5	-0.176022341182969	-0.257055202396652	-0.0949894799692852	243	sample	0.5	ROM
0.51	-0.12643562881354	-0.204035394313302	-0.0488358633137779	243	sample	0.5	ROM
0.51	NA	NA	NA	NA	sample	0.5	ROM
0.52	-0.0873690806213297	-0.148986767139441	-0.0257513941032184	243	sample	0.5	ROM
0.52	-0.148572398801172	-0.225686669252796	-0.0714581283495483	243	sample	0.5	ROM
0.53	NA	NA	NA	NA	sample	0.5	ROM
0.53	-0.116082441740678	-0.180377787627479	-0.0517870958538773	243	sample	0.5	ROM
0.54	-0.134621264865865	-0.197609933263735	-0.0716325964679956	243	sample	0.5	ROM
0.54	-0.137989095537096	-0.207706839694811	-0.0682713513793811	243	sample	0.5	ROM
0.55	-0.110488028502041	-0.172134709303709	-0.0488413477003727	243	sample	0.5	ROM
